"","City","FarmType","Farm","IOClass1","IOClass2","OtherName","CropsConcerned","UsedInLCA","Harvested","HarvestUnit","HarvestSubsetsUnit","SalesUnit","UnitPrice"
"858","London","Urban Farm","HG","Crop","Kale","Cavalo Nero","Kale","Yes",0.46,"Kilogram","kg","GBP",6.38
"859","Hertford","Urban Collective Garden","GY","Crop","Kale","Purple","Kale","Yes",1.26,"","kg","GBP",6.38
"860","Hertford","Urban Collective Garden","GY","Crop","Kale","Green","Kale","Yes",0.2,"","kg","GBP",6.38
"861","London","Urban Collective Garden","RC","Crop","Kale","","Kale","Yes",1.25,"","kg","GBP",6.38
"862","London","Urban Farm","YM","Crop","Kale","Mixed","Kale","Yes",235,"Kilogram","kg","GBP",6.38
"863","London","Urban Individual Garden","FT","Crop","Kale","","Kale","No",1.235,"","kg","GBP",6.38
"864","Hertford","Urban Collective Garden","GY","Crop","Kale","Curly","Kale","Yes",6.095,"","kg","GBP",6.38
"865","Nantes","Urban Farm","PT","Crop","Tomato","","Tomato","Yes",0,"Kilogram","kg","EUR",6.33
"866","Bochum","Urban Individual Garden","JM","Crop","Tomatillo","","Tomatillo","Yes",1.512,"","kg","EUR",6.19
"867","London","Urban Collective Garden","RC","Crop","Artichoke","","Artichoke","Yes",8.47,"","kg","GBP",6.07
"868","London","Urban Farm","HG","Crop","Artichoke","","Artichoke","Yes",0.89,"Kilogram","kg","GBP",6.07
"869","London","Urban Farm","YM","Crop","Artichoke","","Artichoke","Yes",82.5,"Kilogram","kg","GBP",6.07
"870","Paris","Mixed model","UZ","Crop","Spinach","","Spinach","Yes",3.42,"Kilogram","kg","EUR",6
"871","London","Urban Collective Garden","HS","Crop","Green Beans","French beans","Green Beans","Yes",0,"Kilogram","kg","GBP",6
"872","Lünen","Urban Individual Garden","AZ","Crop","Sugar Snap Peas","","Sugar Snap Peas","Yes",0,"","kg","EUR",6
"873","Paris","Mixed model","BG","Crop","Peas","","Peas","Yes",10.36,"Kilogram","kg","EUR",6
"874","Paris","Mixed model","BG","Crop","Spinach","","Spinach","Yes",3.37,"Kilogram","kg","EUR",6
"875","Paris","Mixed model","BG","Crop","Green Beans","","Green Beans","Yes",1.97,"Kilogram","kg","EUR",6
"876","Dortmund","Urban Individual Garden","PV","Crop","Sugar Snap Peas","","Sugar Snap Peas","Yes",0.7,"","kg","EUR",6
"877","Bochum","Urban Individual Garden","RO","Crop","Sugar Snap Peas","","Sugar Snap Peas","Yes",0,"","kg","EUR",6
"878","Münster","Urban Individual Garden","NE","Crop","Sugar Snap Peas","","Sugar Snap Peas","Yes",0.83,"","kg","EUR",6
"879","Paris","Mixed model","UZ","Crop","Green Beans","","Green Beans","Yes",5.762,"Kilogram","kg","EUR",6
"880","Paris","Mixed model","UZ","Crop","Snow Peas","","Snow Peas","Yes",0.031,"Kilogram","kg","EUR",6
"881","Paris","Mixed model","UZ","Crop","Sugar Snap Peas","","Sugar Snap Peas","Yes",0.826,"Kilogram","kg","EUR",6
"882","Aubervilliers","Urban Farm","NT","Crop","Green Beans","","Green Beans","Yes",243.024,"Kilogram","kg","EUR",6
"883","Münster","Urban Individual Garden","UD","Crop","Sugar Snap Peas","","Sugar Snap Peas","Yes",0.05,"","kg","EUR",6
"884","Paris","Mixed model","UZ","Crop","Other","Gombo","Other","Yes",0.098,"Kilogram","kg","EUR",6
"885","Paris","Mixed model","BG","Crop","Nettle","","Nettle","Yes",0,"Kilogram","kg","EUR",6
"886","Münster","Urban Individual Garden","LO","Crop","Sugar Snap Peas","","Sugar Snap Peas","Yes",0,"","kg","EUR",6
"887","Aubervilliers","Urban Farm","NT","Crop","Sugar Snap Peas","","Sugar Snap Peas","Yes",0.24,"Kilogram","kg","EUR",6
"888","Aubervilliers","Urban Farm","NT","Crop","Mushroom","","Mushroom","Yes",1.4,"Kilogram","kg","EUR",6
"889","New York","Urban Collective Garden","IE","Crop","Peppers- Bell","","Peppers- Bell","Yes",33.022,"Null (not sold)","kg","USD",6
"890","New York","Urban Collective Garden","NP","Crop","Peppers- Bell","","Peppers- Bell","Yes",76.432,"Null (not sold)","kg","USD",6
"891","New York","Urban Collective Garden","FU","Crop","Peppers- Bell","","Peppers- Bell","Yes",50.976,"Null (not sold)","kg","USD",6
"892","New York","Urban Collective Garden","BV","Crop","Peppers- Bell","","Peppers- Bell","Yes",5.216,"Null (not sold)","kg","USD",6
"893","New York","Urban Collective Garden","UC","Crop","Peppers- Bell","","Peppers- Bell","No",10.251,"Null (not sold)","kg","USD",6
"894","New York","Urban Collective Garden","OM","Crop","Peppers- Bell","","Peppers- Bell","Yes",9.798,"Null (not sold)","kg","USD",6
"895","Bochum","Urban Individual Garden","RO","Crop","Parsnips","","Parsnips","Yes",15,"","kg","EUR",5.99
"896","Bochum","Urban Individual Garden","RO","Crop","Leek","","Leek","Yes",0.02,"","kg","EUR",5.99
"897","Münster","Urban Individual Garden","UD","Crop","Leek","","Leek","Yes",1.9,"","kg","EUR",5.99
"898","Lünen","Urban Individual Garden","AZ","Crop","Leek","","Leek","Yes",3.6,"","kg","EUR",5.99
"899","Münster","Urban Individual Garden","XZ","Crop","Shallot","","Shallot","Yes",8.4,"","kg","EUR",5.99
"900","Münster","Urban Individual Garden","LO","Crop","Leek","","Leek","Yes",0,"","kg","EUR",5.99
"901","Münster","Urban Individual Garden","LO","Crop","Jerusalem Artichoke","","Jerusalem Artichoke","Yes",1.15,"","kg","EUR",5.99
"902","Münster","Urban Individual Garden","AS","Crop","Leek","","Leek","Yes",1.18,"","kg","EUR",5.99
"903","Münster","Urban Individual Garden","NE","Crop","Leek","","Leek","Yes",2.22,"","kg","EUR",5.99
"904","Münster","Urban Individual Garden","XZ","Crop","Leek","","Leek","Yes",1,"","kg","EUR",5.99
"905","Bochum","Urban Individual Garden","RO","Crop","Other","Yacón","Other","Yes",0,"","kg","EUR",5.99
"906","Bochum","Urban Individual Garden","RO","Crop","Shallot","","Shallot","Yes",0,"","kg","EUR",5.99
"907","London","Urban Farm","YM","Crop","Peppers- Bell","","Peppers- Bell","Yes",450,"Kilogram","kg","GBP",5.96
"908","London","Urban Collective Garden","RC","Crop","Pepper","","Pepper","Yes",0.92,"","kg","GBP",5.96
"909","Bochum","Urban Individual Garden","RO","Crop","Sweet Potato","","Sweet Potato","Yes",4.7,"","kg","EUR",5.9
"910","Münster","Urban Individual Garden","NE","Crop","Sweet Potato","","Sweet Potato","Yes",6.8,"","kg","EUR",5.9
"911","Münster","Urban Individual Garden","LO","Crop","Sweet Potato","","Sweet Potato","Yes",0.45,"","kg","EUR",5.9
"912","Münster","Urban Individual Garden","UD","Crop","Sweet Potato","","Sweet Potato","Yes",0,"","kg","EUR",5.9
"913","Les Sorinières","Urban Farm","LN","Crop","Bok Choy","Joï Choï","Bok Choy","Yes",292.68,"Bunch","kg","EUR",5.89
"914","Les Sorinières","Urban Farm","LN","Crop","Chives","","Chives","Yes",0,"Bunch","kg","EUR",5.89
"915","Nantes","Urban Farm","PT","Crop","Chives","","Chives","Yes",0,"Bunch","kg","EUR",5.89
"916","Paris","Mixed model","BG","Crop","Artichoke","","Artichoke","Yes",16.32,"Kilogram","kg","EUR",5.7
"917","Paris","Mixed model","UZ","Crop","Jerusalem Artichoke","","Jerusalem Artichoke","Yes",0.7,"Kilogram","kg","EUR",5.7
"918","Paris","Mixed model","UZ","Crop","Artichoke","","Artichoke","Yes",0,"Kilogram","kg","EUR",5.7
"919","Paris","Mixed model","UZ","Crop","Endive","","Endive","Yes",0.3,"Kilogram","kg","EUR",5.67
"920","London","Urban Farm","YM","Crop","Bok Choy","Pak choi","Bok Choy","Yes",409,"Kilogram","kg","GBP",5.61
"921","Hertford","Urban Collective Garden","GY","Crop","Bok Choy","Pak choi","Bok Choy","Yes",1,"","kg","GBP",5.61
"922","London","Urban Collective Garden","HS","Crop","Bok Choy","Pak Choi","Bok Choy","Yes",0,"Kilogram","kg","GBP",5.61
"923","London","Urban Farm","YM","Crop","Eggplant","","Eggplant","Yes",901,"Kilogram","kg","GBP",5.59
"924","Nantes","Urban Individual Garden","ALFR1","Crop","Peas","","Peas","Yes",1.75,"Kilogram","kg","EUR",5.59
"925","Nantes","Urban Individual Garden","ALFR4","Crop","Peas","","Peas","Yes",4.35,"Kilogram","kg","EUR",5.59
"926","Nantes","Urban Individual Garden","ALFR10","Crop","Peas","","Peas","Yes",2.725,"Kilogram","kg","EUR",5.59
"927","Nantes","Urban Individual Garden","ALFR2","Crop","Peas","","Peas","Yes",0.55,"Kilogram","kg","EUR",5.59
"928","Nantes","Urban Individual Garden","ALFR3","Crop","Lamb's Lettuce (mache)","","Lamb's Lettuce (mache)","Yes",0,"","kg","EUR",5.57
"929","London","Urban Farm","HG","Crop","Kohlrabi","","Kohlrabi","Yes",9.179,"Kilogram","kg","GBP",5.52
"930","Dortmund","Urban Individual Garden","PV","Crop","Mirabelle","Mirabelle","Mirabelle","Yes",7.66,"","kg","EUR",5.49
"931","Münster","Urban Individual Garden","NE","Crop","Plums","","Plums","Yes",32.7,"","kg","EUR",5.49
"932","Münster","Urban Individual Garden","AS","Crop","Mirabelle","Mirabelle","Mirabelle","Yes",19,"","kg","EUR",5.49
"933","Münster","Urban Individual Garden","AS","Crop","Plums","","Plums","Yes",11.6,"","kg","EUR",5.49
"934","Lünen","Urban Individual Garden","AZ","Crop","Plums","","Plums","Yes",35,"","kg","EUR",5.49
"935","Bochum","Urban Individual Garden","RO","Crop","Mirabelle","Mirabelle","Mirabelle","Yes",0.85,"","kg","EUR",5.49
"936","Bochum","Urban Individual Garden","JM","Crop","Plums","","Plums","Yes",6.3,"","kg","EUR",5.49
"937","Dortmund","Urban Individual Garden","PV","Crop","Plums","","Plums","Yes",33,"","kg","EUR",5.49
"938","Dortmund","Urban Individual Garden","PV","Crop","Plums","","Plums","Yes",20,"","kg","EUR",5.49
"939","Gorzow Wklp","Urban Individual Garden","RQ","Crop","Blackberries","","Blackberries","Yes",21.366,"Null (not sold)","kg","EUR",5.4
"940","Aubervilliers","Urban Farm","NT","Crop","Kale","","Kale","Yes",21.07,"Kilogram","kg","EUR",5.4
"941","Gorzow Wklp","Urban Individual Garden","ALPE5","Crop","Blackberries","","Blackberries","Yes",0.5,"Null (not sold)","kg","EUR",5.4
"942","Paris","Mixed model","UZ","Crop","Kale","","Kale","Yes",0,"Kilogram","kg","EUR",5.4
"943","Les Sorinières","Urban Farm","LN","Crop","Dill","","Dill","Yes",0,"Bunch","kg","EUR",5.3
"944","New York","Urban Collective Garden","IE","Crop","Collard Greens","","Collard Greens","Yes",283.182,"Null (not sold)","kg","USD",5.29
"945","New York","Urban Collective Garden","BV","Crop","Collard Greens","","Collard Greens","Yes",458.027,"Null (not sold)","kg","USD",5.29
"946","New York","Urban Collective Garden","NP","Crop","Collard Greens","","Collard Greens","Yes",588.641,"Null (not sold)","kg","USD",5.29
"947","New York","Urban Collective Garden","FU","Crop","Collard Greens","","Collard Greens","Yes",533.733,"Null (not sold)","kg","USD",5.29
"948","New York","Urban Collective Garden","UC","Crop","Collard Greens","","Collard Greens","No",512.517,"Null (not sold)","kg","USD",5.29
"949","New York","Urban Collective Garden","OM","Crop","Collard Greens","","Collard Greens","Yes",154.473,"Null (not sold)","kg","USD",5.29
"950","Les Sorinières","Urban Farm","LN","Crop","Black beans","","Black beans","Yes",0,"Kilogram","kg","EUR",5.28
"951","Les Sorinières","Urban Farm","LN","Crop","Onion","","Onion","Yes",255.2,"Bunch","kg","EUR",5.28
"952","New York","Urban Collective Garden","IE","Crop","Eggplant","","Eggplant","Yes",22.499,"Null (not sold)","kg","USD",5.27
"953","New York","Urban Collective Garden","NP","Crop","Eggplant","","Eggplant","Yes",228.614,"Null (not sold)","kg","USD",5.27
"954","New York","Urban Collective Garden","FU","Crop","Eggplant","","Eggplant","Yes",96.772,"Null (not sold)","kg","USD",5.27
"955","New York","Urban Collective Garden","BV","Crop","Eggplant","","Eggplant","Yes",162.706,"Null (not sold)","kg","USD",5.27
"956","New York","Urban Collective Garden","UC","Crop","Eggplant","","Eggplant","No",181.621,"Null (not sold)","kg","USD",5.27
"957","New York","Urban Collective Garden","OM","Crop","Eggplant","","Eggplant","Yes",23.406,"Null (not sold)","kg","USD",5.27
"958","London","Urban Collective Garden","ZJ","Crop","Celery","","Celery","Yes",2.131,"Kilogram","kg","GBP",5.13
"959","London","Urban Farm","HG","Crop","Celery","","Celery","Yes",7.616,"Kilogram","kg","GBP",5.13
"960","Nantes","Urban Individual Garden","ALFR7","Crop","Arugula","","Arugula","Yes",0,"Kilogram","kg","EUR",5.13
"961","London","Urban Collective Garden","HS","Crop","Zucchini","","Zucchini","Yes",10.129,"Kilogram","kg","GBP",5.07
"962","London","Urban Farm","YM","Crop","Zucchini","","Zucchini","Yes",1740,"Kilogram","kg","GBP",5.07
"963","London","Urban Farm","YM","Crop","Other (edible flowers)","Flowers","Other (edible flowers)","Yes",20,"Kilogram","kg","GBP",5.07
"964","London","Urban Farm","HG","Crop","Zucchini","","Zucchini","Yes",27.667,"Kilogram","kg","GBP",5.07
"965","Hertford","Urban Collective Garden","GY","Crop","Zucchini","","Zucchini","Yes",95.31,"","kg","GBP",5.07
"966","Hertford","Urban Collective Garden","GY","Crop","Zucchini","Marrow","Zucchini","Yes",23.715,"","kg","GBP",5.07
"967","Hertford","Urban Collective Garden","GY","Crop","Zucchini","Yellow","Zucchini","Yes",4.45,"","kg","GBP",5.07
"968","London","Urban Collective Garden","RC","Crop","Zucchini","","Zucchini","Yes",0.25,"","kg","GBP",5.07
"969","London","Urban Individual Garden","FT","Crop","Zucchini","","Zucchini","No",2.56,"","kg","GBP",5.07
"970","Nantes","Urban Individual Garden","ALFR2","Crop","Artichoke","","Artichoke","Yes",1.644,"Kilogram","kg","EUR",5.05
"971","Bochum","Urban Individual Garden","RO","Crop","Rhubarb","","Rhubarb","Yes",6.27,"","kg","EUR",5
"972","Münster","Urban Individual Garden","UD","Crop","Rhubarb","","Rhubarb","Yes",3.95,"","kg","EUR",5
"973","Münster","Urban Individual Garden","XZ","Crop","Rhubarb","","Rhubarb","Yes",2.5,"","kg","EUR",5
"974","Münster","Urban Individual Garden","VR","Crop","Rhubarb","","Rhubarb","Yes",1.613,"","kg","EUR",5
"975","Bochum","Urban Individual Garden","JM","Crop","Rhubarb","","Rhubarb","Yes",1.4,"","kg","EUR",5
"976","Lünen","Urban Individual Garden","AZ","Crop","Rhubarb","","Rhubarb","Yes",0.4,"","kg","EUR",5
"977","Paris","Mixed model","BG","Crop","Plums","","Plums","Yes",4.3,"Kilogram","kg","EUR",5
"978","Aubervilliers","Urban Farm","NT","Crop","Other (edible flowers)","Flower","Other (edible flowers)","Yes",0,"Kilogram","kg","EUR",5
"979","Aubervilliers","Urban Farm","NT","Crop","Corn","","Corn","Yes",2.61,"Kilogram","kg","EUR",5
"980","Münster","Urban Individual Garden","UD","Crop","Other"," Rose Hip ","Other","Yes",0.2,"","kg","EUR",5
"981","Aubervilliers","Urban Farm","NT","Crop","Mizuna Greens (Japanese Greens)","","Mizuna Greens (Japanese Greens)","Yes",4.765,"Kilogram","kg","EUR",5
"982","Münster","Urban Individual Garden","AS","Crop","Rhubarb","","Rhubarb","Yes",0,"","kg","EUR",5
"983","London","Urban Collective Garden","AF","Crop","Radish ","","Radish ","No",0,"Kilogram","kg","GBP",5
"984","Bochum","Urban Individual Garden","RO","Crop","Berry (other)","Jostaberry","Berry (other)","Yes",0,"","kg","EUR",5
"985","Aubervilliers","Urban Farm","NT","Crop","Spinach","","Spinach","Yes",0,"Kilogram","kg","EUR",5
"986","Lünen","Urban Individual Garden","AZ","Crop","Eggplant","","Eggplant","Yes",8.65,"","kg","EUR",4.99
"987","Bochum","Urban Individual Garden","RO","Crop","Eggplant","","Eggplant","Yes",9.34,"","kg","EUR",4.99
"988","Bochum","Urban Individual Garden","RO","Crop","Eggplant","","Eggplant","Yes",0.2,"","kg","EUR",4.99
"989","Münster","Urban Individual Garden","LO","Crop","Eggplant","","Eggplant","Yes",0.55,"","kg","EUR",4.99
"990","Lünen","Urban Individual Garden","AZ","Crop","Quince","","Quince","Yes",36,"","kg","EUR",4.99
"991","Münster","Urban Individual Garden","XZ","Crop","Quince","","Quince","Yes",3.5,"","kg","EUR",4.99
"992","Bochum","Urban Individual Garden","RO","Crop","Quince","","Quince","Yes",2.5,"","kg","EUR",4.99
"993","Bochum","Urban Individual Garden","JM","Crop","Horseradish","Horse Radish","Horseradish","Yes",0,"","kg","EUR",4.99
"994","Lünen","Urban Individual Garden","AZ","Crop","Quince","","Quince","Yes",0,"","kg","EUR",4.99
"995","Münster","Urban Individual Garden","VR","Crop","Eggplant","","Eggplant","Yes",0,"","kg","EUR",4.99
"996","Münster","Urban Individual Garden","XZ","Crop","Quince","","Quince","Yes",0,"","kg","EUR",4.99
"997","Bochum","Urban Individual Garden","RO","Crop","Horseradish","Horseradish","Horseradish","Yes",0,"","kg","EUR",4.99
"998","Dortmund","Urban Individual Garden","PV","Crop","Radish ","","Radish ","Yes",2,"","kg","EUR",4.97
"999","Bochum","Urban Individual Garden","RO","Crop","Radish ","","Radish ","Yes",0.53,"","kg","EUR",4.97
"1000","Münster","Urban Individual Garden","UD","Crop","Radish ","","Radish ","Yes",0.47,"","kg","EUR",4.97
"1001","Münster","Urban Individual Garden","VR","Crop","Radish ","","Radish ","Yes",0.47,"","kg","EUR",4.97
"1002","Bochum","Urban Individual Garden","JM","Crop","Radish ","","Radish ","Yes",0.9,"","kg","EUR",4.97
"1003","Bochum","Urban Individual Garden","JM","Crop","Turnip","","Turnip","Yes",0.5,"","kg","EUR",4.97
"1004","Münster","Urban Individual Garden","LO","Crop","Radish ","","Radish ","Yes",0.5,"","kg","EUR",4.97
"1005","Lünen","Urban Individual Garden","AZ","Crop","Turnip","","Turnip","Yes",7.22,"","kg","EUR",4.97
"1006","Dortmund","Urban Individual Garden","YQ","Crop","Radish ","","Radish ","Yes",10,"","kg","EUR",4.97
"1007","Lünen","Urban Individual Garden","AZ","Crop","Turnip","","Turnip","Yes",1,"","kg","EUR",4.97
"1008","Bochum","Urban Individual Garden","RO","Crop","Turnip","","Turnip","Yes",4.75,"","kg","EUR",4.97
"1009","Bochum","Urban Individual Garden","RO","Crop","Turnip","","Turnip","Yes",0.5,"","kg","EUR",4.97
"1010","Lünen","Urban Individual Garden","AZ","Crop","Turnip","","Turnip","Yes",0.5,"","kg","EUR",4.97
"1011","Bochum","Urban Individual Garden","JM","Crop","Radish ","","Radish ","Yes",0.1,"","kg","EUR",4.97
"1012","Münster","Urban Individual Garden","AS","Crop","Peas","","Peas","Yes",0.45,"","kg","EUR",4.92
"1013","Bochum","Urban Individual Garden","RO","Crop","Peas","","Peas","Yes",2.11,"","kg","EUR",4.92
"1014","Münster","Urban Individual Garden","UD","Crop","Peas","","Peas","Yes",0,"","kg","EUR",4.92
"1015","Münster","Urban Individual Garden","XZ","Crop","Peas","","Peas","Yes",0,"","kg","EUR",4.92
"1016","Bochum","Urban Individual Garden","JM","Crop","Peas","","Peas","Yes",0,"","kg","EUR",4.92
"1017","Dortmund","Urban Individual Garden","YQ","Crop","Peas","","Peas","Yes",0.55,"","kg","EUR",4.92
"1018","Lünen","Urban Individual Garden","AZ","Crop","Peas","","Peas","Yes",1,"","kg","EUR",4.92
