"","City","FarmType","Farm","IOClass1","IOClass2","OtherName","CropsConcerned","UsedInLCA","Harvested","HarvestUnit","HarvestSubsetsUnit","SalesUnit","UnitPrice"
"1273","London","Urban Farm","HG","Crop","Redcurrant","redcurrant","Redcurrant","Yes",2.399,"Kilogram","kg","GBP",3.62
"1274","Nantes","Urban Farm","PT","Crop","Carrot","","Carrot","Yes",96.82,"Bunch","kg","EUR",3.6
"1275","Münster","Urban Individual Garden","AS","Crop","Beet- root","","Beet- root","Yes",0.26,"","kg","EUR",3.59
"1276","Bochum","Urban Individual Garden","RO","Crop","Beet- root","","Beet- root","Yes",0.63,"","kg","EUR",3.59
"1277","Münster","Urban Individual Garden","UD","Crop","Beet- root","","Beet- root","Yes",0,"","kg","EUR",3.59
"1278","Bochum","Urban Individual Garden","JM","Crop","Beet- root","","Beet- root","Yes",0.3,"","kg","EUR",3.59
"1279","Münster","Urban Individual Garden","VR","Crop","Beet- root","","Beet- root","Yes",0.47,"","kg","EUR",3.59
"1280","Münster","Urban Individual Garden","XZ","Crop","Beet- root","","Beet- root","Yes",2.6,"","kg","EUR",3.59
"1281","Dortmund","Urban Individual Garden","PV","Crop","Beet- root","","Beet- root","Yes",11.8,"","kg","EUR",3.59
"1282","Münster","Urban Individual Garden","NE","Crop","Beet- root","","Beet- root","Yes",1.5,"","kg","EUR",3.59
"1283","Münster","Urban Individual Garden","LO","Crop","Beet- root","","Beet- root","Yes",0.75,"","kg","EUR",3.59
"1284","Lünen","Urban Individual Garden","AZ","Crop","Beet- root","","Beet- root","Yes",1.2,"","kg","EUR",3.59
"1285","Dortmund","Urban Individual Garden","YQ","Crop","Beet- root","","Beet- root","Yes",9.13,"","kg","EUR",3.59
"1286","London","Urban Farm","HG","Crop","Pears","","Pears","Yes",21.069,"Kilogram","kg","GBP",3.55
"1287","Hertford","Urban Collective Garden","GY","Crop","Pears","","Pears","Yes",3.5,"","kg","GBP",3.55
"1288","London","Urban Collective Garden","RC","Crop","Pears","","Pears","Yes",0.3,"","kg","GBP",3.55
"1289","Les Sorinières","Urban Farm","LN","Crop","Leaf Lettuce","","Leaf Lettuce","Yes",474.3,"Piece","kg","EUR",3.53
"1290","Nantes","Urban Farm","PT","Crop","Leaf Lettuce","","Leaf Lettuce","Yes",1711.2,"Piece","kg","EUR",3.53
"1291","Paris","Mixed model","UZ","Crop","Radish ","","Radish ","Yes",30.117,"Kilogram","kg","EUR",3.5
"1292","Paris","Mixed model","UZ","Crop","Leaf Lettuce","","Leaf Lettuce","Yes",23.413,"Kilogram","kg","EUR",3.5
"1293","Paris","Mixed model","UZ","Crop","Onion","","Onion","Yes",31.608,"Kilogram","kg","EUR",3.5
"1294","Paris","Mixed model","BG","Crop","Cucumber","","Cucumber","Yes",16.33,"Kilogram","kg","EUR",3.5
"1295","Paris","Mixed model","BG","Crop","Leaf Lettuce","","Leaf Lettuce","Yes",23.117,"Kilogram","kg","EUR",3.5
"1296","Paris","Mixed model","BG","Crop","Onion","","Onion","Yes",3.19,"Kilogram","kg","EUR",3.5
"1297","Paris","Mixed model","BG","Crop","Radish ","","Radish ","Yes",4.812,"Kilogram","kg","EUR",3.5
"1298","Paris","Mixed model","BG","Crop","Peppers- Bell","","Peppers- Bell","Yes",12.32,"Kilogram","kg","EUR",3.5
"1299","Paris","Mixed model","BG","Crop","Peppers- Jalapeno","","Peppers- Jalapeno","Yes",0.005,"Kilogram","kg","EUR",3.5
"1300","Paris","Mixed model","BG","Crop","Turnip","","Turnip","Yes",3.95,"Kilogram","kg","EUR",3.5
"1301","Paris","Mixed model","UZ","Crop","Peppers- Bell","","Peppers- Bell","Yes",6.65,"Kilogram","kg","EUR",3.5
"1302","Paris","Mixed model","UZ","Crop","Cucumber","","Cucumber","Yes",62.757,"Kilogram","kg","EUR",3.5
"1303","Paris","Mixed model","UZ","Crop","Honeydew","Melon","Honeydew","Yes",3.5,"Kilogram","kg","EUR",3.5
"1304","Paris","Mixed model","UZ","Crop","Watermelon","","Watermelon","Yes",22.611,"Kilogram","kg","EUR",3.5
"1305","Paris","Mixed model","UZ","Crop","Other (edible flowers)","Zucchini Blossoms","Other (edible flowers)","Yes",0.63,"Kilogram","kg","EUR",3.5
"1306","Aubervilliers","Urban Farm","NT","Crop","Cucumber","","Cucumber","Yes",91.33,"Kilogram","kg","EUR",3.5
"1307","Aubervilliers","Urban Farm","NT","Crop","Winter Squash","","Winter Squash","Yes",33.38,"Kilogram","kg","EUR",3.5
"1308","Aubervilliers","Urban Farm","NT","Crop","Onion","","Onion","Yes",27.64,"Kilogram","kg","EUR",3.5
"1309","Aubervilliers","Urban Farm","NT","Crop","Watermelon","","Watermelon","Yes",15.755,"Kilogram","kg","EUR",3.5
"1310","Aubervilliers","Urban Farm","NT","Crop","Leaf Lettuce","","Leaf Lettuce","Yes",26.1,"Kilogram","kg","EUR",3.5
"1311","Paris","Mixed model","UZ","Crop","Chili Peppers","","Chili Peppers","Yes",1.165,"Kilogram","kg","EUR",3.5
"1312","Paris","Mixed model","UZ","Crop","Mizuna Greens (Japanese Greens)","","Mizuna Greens (Japanese Greens)","Yes",0,"Kilogram","kg","EUR",3.5
"1313","Paris","Mixed model","UZ","Crop","Romaine Lettuce","","Romaine Lettuce","Yes",0,"Kilogram","kg","EUR",3.5
"1314","Paris","Mixed model","BG","Crop","Onion- Green","","Onion- Green","Yes",0,"Kilogram","kg","EUR",3.5
"1315","Paris","Mixed model","BG","Crop","Pumpkin","","Pumpkin","Yes",0,"Kilogram","kg","EUR",3.5
"1316","Paris","Mixed model","UZ","Crop","Mixed salad greens","","Mixed salad greens","Yes",0,"Kilogram","kg","EUR",3.5
"1317","Paris","Mixed model","UZ","Crop","Onion- Green","","Onion- Green","Yes",0,"Kilogram","kg","EUR",3.5
"1318","Aubervilliers","Urban Farm","NT","Crop","Chinese Cabbage","","Chinese Cabbage","Yes",18,"Kilogram","kg","EUR",3.5
"1319","Aubervilliers","Urban Farm","NT","Crop","Savoy Cabbage","","Savoy Cabbage","Yes",1,"Kilogram","kg","EUR",3.5
"1320","Aubervilliers","Urban Farm","NT","Crop","Butternut Squash","","Butternut Squash","Yes",0,"Kilogram","kg","EUR",3.5
"1321","Nantes","Urban Farm","PT","Crop","Winter Squash","","Winter Squash","Yes",0,"Kilogram","kg","EUR",3.5
"1322","Nantes","Urban Individual Garden","ALFR5","Crop","Potato","","Potato","Yes",0,"","kg","EUR",3.5
"1323","Nantes","Urban Individual Garden","ALFR11","Crop","Potato","","Potato","Yes",0,"","kg","EUR",3.5
"1324","Münster","Urban Individual Garden","UD","Crop","White Cabbage","","White Cabbage","Yes",1.5,"","kg","EUR",3.49
"1325","Lünen","Urban Individual Garden","AZ","Crop","White Cabbage","","White Cabbage","Yes",6.1,"","kg","EUR",3.49
"1326","Münster","Urban Individual Garden","VR","Crop","White Cabbage","","White Cabbage","Yes",0,"","kg","EUR",3.49
"1327","Paris","Mixed model","BG","Crop","Other","Raspberry leaf","Other","Yes",0,"Kilogram","kg","EUR",3.4
"1328","Gorzow Wklp","Urban Individual Garden","ALPF3","Crop","Cherries","","Cherries","Yes",3,"Null (not sold)","kg","EUR",3.38
"1329","Gorzow Wklp","Urban Individual Garden","RQ","Crop","Cherries","","Cherries","Yes",14.215,"Null (not sold)","kg","EUR",3.38
"1330","Gorzow Wklp","Urban Individual Garden","ALPC1","Crop","Cherries","","Cherries","Yes",11,"Null (not sold)","kg","EUR",3.38
"1331","Gorzow Wklp","Urban Individual Garden","ALPC2","Crop","Cherries","","Cherries","Yes",19,"Null (not sold)","kg","EUR",3.38
"1332","Gorzow Wklp","Urban Individual Garden","ALPC3","Crop","Cherries","","Cherries","Yes",10,"Null (not sold)","kg","EUR",3.38
"1333","Gorzow Wklp","Urban Individual Garden","ALPE7","Crop","Other","Amelanchier","Other","Yes",0,"Null (not sold)","kg","EUR",3.37
"1334","Nantes","Urban Individual Garden","ALFR3","Crop","Broccoli","","Broccoli","Yes",0,"","kg","EUR",3.36
"1335","Nantes","Urban Individual Garden","ALFR4","Crop","Broccoli","","Broccoli","Yes",0,"","kg","EUR",3.36
"1336","Nantes","Urban Individual Garden","ALFR7","Crop","Broccoli","","Broccoli","Yes",0,"","kg","EUR",3.36
"1337","Hertford","Urban Collective Garden","GY","Crop","Cauliflower","","Cauliflower","Yes",1.3,"","kg","GBP",3.35
"1338","Dortmund","Urban Individual Garden","PV","Crop","Leaf Lettuce","","Leaf Lettuce","Yes",3.15,"","kg","EUR",3.34
"1339","Dortmund","Urban Individual Garden","PV","Crop","Leaf Lettuce","","Leaf Lettuce","Yes",2.8,"","kg","EUR",3.34
"1340","Bochum","Urban Individual Garden","RO","Crop","Leaf Lettuce","","Leaf Lettuce","Yes",7.59,"","kg","EUR",3.34
"1341","Bochum","Urban Individual Garden","RO","Crop","Romaine Lettuce","","Romaine Lettuce","Yes",0.25,"","kg","EUR",3.34
"1342","Münster","Urban Individual Garden","VR","Crop","Leaf Lettuce","","Leaf Lettuce","Yes",3.654,"","kg","EUR",3.34
"1343","Bochum","Urban Individual Garden","JM","Crop","Leaf Lettuce","","Leaf Lettuce","Yes",0.37,"","kg","EUR",3.34
"1344","Bochum","Urban Individual Garden","JM","Crop","Collard Greens","","Collard Greens","Yes",0.5,"","kg","EUR",3.34
"1345","Bochum","Urban Individual Garden","JM","Crop","Leaf Lettuce","","Leaf Lettuce","Yes",0.55,"","kg","EUR",3.34
"1346","Lünen","Urban Individual Garden","AZ","Crop","Leaf Lettuce","","Leaf Lettuce","Yes",26.58,"","kg","EUR",3.34
"1347","Lünen","Urban Individual Garden","AZ","Crop","Leaf Lettuce","","Leaf Lettuce","Yes",12.9,"","kg","EUR",3.34
"1348","Münster","Urban Individual Garden","LO","Crop","Leaf Lettuce","","Leaf Lettuce","Yes",4.55,"","kg","EUR",3.34
"1349","Dortmund","Urban Individual Garden","YQ","Crop","Leaf Lettuce","","Leaf Lettuce","Yes",1.1,"","kg","EUR",3.34
"1350","Lünen","Urban Individual Garden","AZ","Crop","Leaf Lettuce","","Leaf Lettuce","Yes",15.23,"","kg","EUR",3.34
"1351","Münster","Urban Individual Garden","NE","Crop","Leaf Lettuce","","Leaf Lettuce","Yes",1.6,"","kg","EUR",3.34
"1352","Münster","Urban Individual Garden","AS","Crop","Leaf Lettuce","","Leaf Lettuce","Yes",1.95,"","kg","EUR",3.34
"1353","Münster","Urban Individual Garden","UD","Crop","Leaf Lettuce","","Leaf Lettuce","Yes",2.4,"","kg","EUR",3.34
"1354","Dortmund","Urban Individual Garden","PV","Crop","Leaf Lettuce","","Leaf Lettuce","Yes",0,"","kg","EUR",3.34
"1355","Münster","Urban Individual Garden","AS","Crop","Leaf Lettuce","","Leaf Lettuce","Yes",0,"","kg","EUR",3.34
"1356","Bochum","Urban Individual Garden","JM","Crop","Other","Magenta Spreen","Other","Yes",0,"","kg","EUR",3.34
"1357","Münster","Urban Individual Garden","XZ","Crop","Leaf Lettuce","","Leaf Lettuce","Yes",0,"","kg","EUR",3.34
"1358","Bochum","Urban Individual Garden","RO","Crop","Other","Buck´s Horn - Plantago coronopus (german: Hirschhorn-Wegerich)","Other","Yes",0,"","kg","EUR",3.34
"1359","Bochum","Urban Individual Garden","JM","Crop","Leaf Lettuce","","Leaf Lettuce","Yes",0,"","kg","EUR",3.34
"1360","New York","Urban Collective Garden","IE","Crop","Beet- root","","Beet- root","Yes",66.815,"Null (not sold)","kg","USD",3.31
"1361","New York","Urban Collective Garden","BV","Crop","Beet- root","","Beet- root","Yes",101.071,"Null (not sold)","kg","USD",3.31
"1362","New York","Urban Collective Garden","NP","Crop","Beet- root","","Beet- root","Yes",100.155,"Null (not sold)","kg","USD",3.31
"1363","New York","Urban Collective Garden","FU","Crop","Beet- root","","Beet- root","Yes",75.207,"Null (not sold)","kg","USD",3.31
"1364","New York","Urban Collective Garden","UC","Crop","Beet- root","","Beet- root","No",124.968,"Null (not sold)","kg","USD",3.31
"1365","New York","Urban Collective Garden","OM","Crop","Beet- root","","Beet- root","Yes",82.474,"Null (not sold)","kg","USD",3.31
"1366","New York","Urban Collective Garden","OM","Crop","Potato","","Potato","Yes",10.977,"Null (not sold)","kg","USD",3.31
"1367","Hertford","Urban Collective Garden","GY","Crop","Rhubarb","","Rhubarb","Yes",11.95,"","kg","GBP",3.28
"1368","London","Urban Collective Garden","HS","Crop","Rhubarb","","Rhubarb","Yes",35.255,"Kilogram","kg","GBP",3.28
"1369","London","Urban Collective Garden","RC","Crop","Rhubarb","","Rhubarb","Yes",4.925,"","kg","GBP",3.28
"1370","London","Urban Collective Garden","GC","Crop","Rhubarb","","Rhubarb","No",0.4,"","kg","GBP",3.28
"1371","London","Urban Farm","HG","Crop","Rhubarb","","Rhubarb","Yes",18.12,"Kilogram","kg","GBP",3.28
"1372","London","Urban Individual Garden","FT","Crop","Rhubarb","","Rhubarb","No",2.52,"","kg","GBP",3.28
"1373","London","Urban Collective Garden","ZJ","Crop","Rhubarb","","Rhubarb","Yes",1.55,"Kilogram","kg","GBP",3.28
"1374","London","Urban Farm","YM","Crop","Rhubarb","","Rhubarb","Yes",109,"Kilogram","kg","GBP",3.28
"1375","Les Sorinières","Urban Farm","LN","Crop","Radish ","","Radish ","Yes",280.8,"Bunch","kg","EUR",3.25
"1376","Dortmund","Urban Individual Garden","PV","Crop","Zucchini","","Zucchini","Yes",9.85,"","kg","EUR",3.24
"1377","Dortmund","Urban Individual Garden","PV","Crop","Zucchini","","Zucchini","Yes",7,"","kg","EUR",3.24
"1378","Bochum","Urban Individual Garden","RO","Crop","Celery","","Celery","Yes",0.65,"","kg","EUR",3.24
"1379","Münster","Urban Individual Garden","UD","Crop","Zucchini","","Zucchini","Yes",31.82,"","kg","EUR",3.24
"1380","Münster","Urban Individual Garden","UD","Crop","Celery","","Celery","Yes",1.5,"","kg","EUR",3.24
"1381","Münster","Urban Individual Garden","XZ","Crop","Zucchini","","Zucchini","Yes",8.64,"","kg","EUR",3.24
"1382","Münster","Urban Individual Garden","VR","Crop","Zucchini","","Zucchini","Yes",4.563,"","kg","EUR",3.24
"1383","Lünen","Urban Individual Garden","AZ","Crop","Celery","","Celery","Yes",5.4,"","kg","EUR",3.24
"1384","Lünen","Urban Individual Garden","AZ","Crop","Zucchini","","Zucchini","Yes",22.95,"","kg","EUR",3.24
"1385","Bochum","Urban Individual Garden","RO","Crop","Zucchini","","Zucchini","Yes",15.29,"","kg","EUR",3.24
"1386","Münster","Urban Individual Garden","NE","Crop","Zucchini","","Zucchini","Yes",13.85,"","kg","EUR",3.24
"1387","Münster","Urban Individual Garden","LO","Crop","Zucchini","","Zucchini","Yes",3.4,"","kg","EUR",3.24
"1388","Münster","Urban Individual Garden","AS","Crop","Zucchini","","Zucchini","Yes",5.3,"","kg","EUR",3.24
"1389","Bochum","Urban Individual Garden","JM","Crop","Zucchini","","Zucchini","Yes",11.64,"","kg","EUR",3.24
"1390","Dortmund","Urban Individual Garden","PV","Crop","Celery","","Celery","Yes",2.4,"","kg","EUR",3.24
"1391","Les Sorinières","Urban Farm","LN","Crop","Eggplant","","Eggplant","Yes",432.385,"Kilogram","kg","EUR",3.19
"1392","London","Urban Collective Garden","HS","Crop","Summer Squash","Squash (various)","Summer Squash","Yes",0,"Kilogram","kg","GBP",3.18
"1393","London","Urban Farm","YM","Crop","Winter Squash","","Winter Squash","Yes",8,"Kilogram","kg","GBP",3.18
"1394","London","Urban Collective Garden","RC","Crop","Summer Squash","Squash","Summer Squash","Yes",4.6,"","kg","GBP",3.18
"1395","Les Sorinières","Urban Farm","LN","Crop","Watermelon","","Watermelon","Yes",0,"Kilogram","kg","EUR",3.17
"1396","Gorzow Wklp","Urban Individual Garden","ALPC5","Crop","Raspberries","","Raspberries","Yes",0,"Null (not sold)","kg","EUR",3.15
"1397","Gorzow Wklp","Urban Individual Garden","WM","Crop","Raspberries","","Raspberries","Yes",5.9,"Null (not sold)","kg","EUR",3.15
"1398","Gorzow Wklp","Urban Individual Garden","JH","Crop","Raspberries","","Raspberries","Yes",26.5,"Kilogram","kg","EUR",3.15
"1399","Gorzow Wklp","Urban Individual Garden","ALPC1","Crop","Raspberries","","Raspberries","Yes",1.8,"Null (not sold)","kg","EUR",3.15
"1400","Gorzow Wklp","Urban Individual Garden","ALPC3","Crop","Raspberries","","Raspberries","Yes",13.5,"Null (not sold)","kg","EUR",3.15
"1401","Gorzow Wklp","Urban Individual Garden","RQ","Crop","Raspberries","","Raspberries","Yes",55.037,"Null (not sold)","kg","EUR",3.15
"1402","Nantes","Urban Individual Garden","ALFR2","Crop","Garlic","","Garlic","Yes",0.476,"Kilogram","kg","EUR",3.15
"1403","Gorzow Wklp","Urban Individual Garden","ALPC2","Crop","Raspberries","","Raspberries","Yes",0.7,"Null (not sold)","kg","EUR",3.15
"1404","Gorzow Wklp","Urban Individual Garden","ALPE7","Crop","Raspberries","","Raspberries","Yes",1.2,"Null (not sold)","kg","EUR",3.15
"1405","Gorzow Wklp","Urban Individual Garden","ALPB1","Crop","Raspberries","","Raspberries","Yes",2,"Null (not sold)","kg","EUR",3.15
"1406","London","Urban Farm","HG","Crop","Apricots","","Apricots","Yes",5.265,"Kilogram","kg","GBP",3.13
"1407","Münster","Urban Individual Garden","UD","Crop","Head Lettuce","","Head Lettuce","Yes",4,"","kg","EUR",3.12
"1408","Münster","Urban Individual Garden","XZ","Crop","Head Lettuce","","Head Lettuce","Yes",1.35,"","kg","EUR",3.12
"1409","Münster","Urban Individual Garden","VR","Crop","Head Lettuce","","Head Lettuce","Yes",0.42,"","kg","EUR",3.12
"1410","Dortmund","Urban Individual Garden","YQ","Crop","Head Lettuce","","Head Lettuce","Yes",0.6,"","kg","EUR",3.12
"1411","Lünen","Urban Individual Garden","AZ","Crop","Head Lettuce","","Head Lettuce","Yes",3.5,"","kg","EUR",3.12
"1412","Dortmund","Urban Individual Garden","PV","Crop","Head Lettuce","","Head Lettuce","Yes",1.06,"","kg","EUR",3.12
"1413","Münster","Urban Individual Garden","AS","Crop","Head Lettuce","","Head Lettuce","Yes",1.43,"","kg","EUR",3.12
"1414","Bochum","Urban Individual Garden","RO","Crop","Head Lettuce","","Head Lettuce","Yes",0,"","kg","EUR",3.12
"1415","Nantes","Urban Individual Garden","ALFR4","Crop","Grapes","","Grapes","Yes",0.58,"","kg","EUR",3.04
"1416","Les Sorinières","Urban Farm","LN","Crop","Turnip","","Turnip","Yes",434.7,"Bunch","kg","EUR",3.01
"1417","Paris","Mixed model","BG","Crop","Apples","","Apples","Yes",2.025,"Kilogram","kg","EUR",3
"1418","Paris","Mixed model","BG","Crop","Chard","","Chard","Yes",22.955,"Kilogram","kg","EUR",3
"1419","Paris","Mixed model","BG","Crop","Summer Squash","","Summer Squash","Yes",29.87,"Kilogram","kg","EUR",3
"1420","Paris","Mixed model","BG","Crop","Winter Squash","","Winter Squash","Yes",1.7,"Kilogram","kg","EUR",3
"1421","Paris","Mixed model","BG","Crop","Zucchini","","Zucchini","Yes",67.56,"Kilogram","kg","EUR",3
"1422","Paris","Mixed model","UZ","Crop","Chard","","Chard","Yes",3.15,"Kilogram","kg","EUR",3
"1423","Paris","Mixed model","UZ","Crop","Summer Squash","Squash","Summer Squash","Yes",38.759,"Kilogram","kg","EUR",3
"1424","Paris","Mixed model","UZ","Crop","Zucchini","","Zucchini","Yes",26.763,"Kilogram","kg","EUR",3
"1425","Aubervilliers","Urban Farm","NT","Crop","Chard","","Chard","Yes",39.83,"Kilogram","kg","EUR",3
"1426","Aubervilliers","Urban Farm","NT","Crop","Zucchini","","Zucchini","Yes",472.065,"Kilogram","kg","EUR",3
"1427","London","Urban Farm","YM","Crop","Other","Stir fry bag","Other","Yes",50,"Kilogram","kg","GBP",3
"1428","Paris","Mixed model","UZ","Crop","Apples","","Apples","Yes",0,"","kg","EUR",3
"1429","Paris","Mixed model","UZ","Crop","Pumpkin","","Pumpkin","Yes",0,"Kilogram","kg","EUR",3
"1430","London","Urban Collective Garden","AF","Crop","Parsley","","Parsley","No",0,"Kilogram","kg","GBP",3
"1431","Paris","Mixed model","BG","Crop","Butternut Squash","","Butternut Squash","Yes",0,"Kilogram","kg","EUR",3
"1432","Paris","Mixed model","BG","Crop","Summer Squash","Coloquinte","Summer Squash","Yes",0,"Kilogram","kg","EUR",3
"1433","Paris","Mixed model","UZ","Crop","Winter Squash","","Winter Squash","Yes",0,"Kilogram","kg","EUR",3
"1434","Paris","Mixed model","UZ","Crop","Butternut Squash","","Butternut Squash","Yes",0,"Kilogram","kg","EUR",3
"1435","Nantes","Urban Individual Garden","ALFR2","Crop","Butternut Squash","","Butternut Squash","Yes",0,"","kg","EUR",3
"1436","Nantes","Urban Individual Garden","ALFR3","Crop","Butternut Squash","","Butternut Squash","Yes",0,"","kg","EUR",3
"1437","Nantes","Urban Individual Garden","ALFR5","Crop","Winter Squash","","Winter Squash","Yes",0,"","kg","EUR",3
"1438","Nantes","Urban Individual Garden","ALFR6","Crop","Turnip","","Turnip","Yes",0,"","kg","EUR",3
"1439","Nantes","Urban Individual Garden","ALFR7","Crop","Butternut Squash","","Butternut Squash","Yes",0,"","kg","EUR",3
"1440","Nantes","Urban Individual Garden","ALFR9","Crop","Butternut Squash","","Butternut Squash","Yes",0,"","kg","EUR",3
"1441","Nantes","Urban Individual Garden","ALFR9","Crop","Winter Squash","","Winter Squash","Yes",0,"","kg","EUR",3
"1442","Nantes","Urban Individual Garden","ALFR10","Crop","Butternut Squash","","Butternut Squash","Yes",0,"","kg","EUR",3
"1443","Nantes","Urban Individual Garden","ALFR10","Crop","Summer Squash","","Summer Squash","Yes",0,"","kg","EUR",3
"1444","Nantes","Urban Individual Garden","ALFR2","Crop","Summer Squash","","Summer Squash","",0,"Kilogram","kg","",3
"1445","Münster","Urban Individual Garden","AS","Crop","Fava Beans","","Fava Beans","Yes",0.8,"","kg","EUR",2.99
"1446","Bochum","Urban Individual Garden","RO","Crop","Catalogna","","Catalogna","Yes",0.02,"","kg","EUR",2.99
"1447","Münster","Urban Individual Garden","UD","Crop","Green Beans","","Green Beans","Yes",0,"","kg","EUR",2.99
"1448","Münster","Urban Individual Garden","UD","Crop","Green Beans","","Green Beans","Yes",0.6,"","kg","EUR",2.99
"1449","Münster","Urban Individual Garden","XZ","Crop","Fava Beans","","Fava Beans","Yes",0.45,"","kg","EUR",2.99
"1450","Dortmund","Urban Individual Garden","YQ","Crop","Fava Beans","","Fava Beans","Yes",1.8,"","kg","EUR",2.99
"1451","Lünen","Urban Individual Garden","AZ","Crop","Runner Bean","","Runner Bean","Yes",5.8,"","kg","EUR",2.99
"1452","Lünen","Urban Individual Garden","AZ","Crop","Runner Bean","","Runner Bean","Yes",8.25,"","kg","EUR",2.99
"1453","Bochum","Urban Individual Garden","RO","Crop","Green Beans","","Green Beans","Yes",0.49,"","kg","EUR",2.99
"1454","Münster","Urban Individual Garden","VR","Crop","Green Beans","","Green Beans","Yes",4.73,"","kg","EUR",2.99
"1455","Münster","Urban Individual Garden","NE","Crop","Green Beans","","Green Beans","Yes",4.2,"","kg","EUR",2.99
"1456","Münster","Urban Individual Garden","UD","Crop","Green Beans","","Green Beans","Yes",0.4,"","kg","EUR",2.99
"1457","Lünen","Urban Individual Garden","AZ","Crop","Green Beans","","Green Beans","Yes",0,"","kg","EUR",2.99
"1458","Münster","Urban Individual Garden","LO","Crop","Fava Beans","","Fava Beans","Yes",0,"","kg","EUR",2.99
"1459","Münster","Urban Individual Garden","UD","Crop","Fava Beans","","Fava Beans","Yes",0,"","kg","EUR",2.99
"1460","Paris","Mixed model","BG","Crop","Dock","","Dock","Yes",0,"Kilogram","kg","EUR",2.98
"1461","Dortmund","Urban Individual Garden","YQ","Crop","Onion- red","","Onion- red","Yes",0,"","kg","EUR",2.95
"1462","Münster","Urban Individual Garden","XZ","Crop","Onion- red","","Onion- red","Yes",0,"","kg","EUR",2.95
"1463","Gorzow Wklp","Urban Individual Garden","ALPB1","Crop","Strawberries","","Strawberries","Yes",2.55,"Null (not sold)","kg","EUR",2.93
"1464","Gorzow Wklp","Urban Individual Garden","RQ","Crop","Strawberries","","Strawberries","Yes",20.255,"Null (not sold)","kg","EUR",2.93
"1465","Gorzow Wklp","Urban Individual Garden","JH","Crop","Strawberries","","Strawberries","Yes",6.55,"Null (not sold)","kg","EUR",2.93
"1466","Gorzow Wklp","Urban Individual Garden","WM","Crop","Strawberries","","Strawberries","Yes",20,"Null (not sold)","kg","EUR",2.93
"1467","Gorzow Wklp","Urban Individual Garden","ALPE4","Crop","Strawberries","","Strawberries","Yes",13.3,"Null (not sold)","kg","EUR",2.93
"1468","Gorzow Wklp","Urban Individual Garden","ALPE6","Crop","Strawberries","","Strawberries","Yes",0.1,"Null (not sold)","kg","EUR",2.93
"1469","Gorzow Wklp","Urban Individual Garden","ALPB3","Crop","Strawberries","","Strawberries","Yes",19.5,"Null (not sold)","kg","EUR",2.93
"1470","Gorzow Wklp","Urban Individual Garden","ALPB4","Crop","Strawberries","","Strawberries","Yes",2,"Null (not sold)","kg","EUR",2.93
"1471","Gorzow Wklp","Urban Individual Garden","ALPE5","Crop","Strawberries","","Strawberries","Yes",8,"Null (not sold)","kg","EUR",2.93
"1472","Gorzow Wklp","Urban Individual Garden","ALPE7","Crop","Strawberries","","Strawberries","Yes",3.5,"Null (not sold)","kg","EUR",2.93
"1473","Gorzow Wklp","Urban Individual Garden","ALPE8","Crop","Strawberries","","Strawberries","Yes",16.5,"Null (not sold)","kg","EUR",2.93
"1474","Gorzow Wklp","Urban Individual Garden","ALPE2","Crop","Strawberries","","Strawberries","Yes",9.7,"Null (not sold)","kg","EUR",2.93
"1475","Gorzow Wklp","Urban Individual Garden","ALPC3","Crop","Strawberries","","Strawberries","Yes",0,"Null (not sold)","kg","EUR",2.93
"1476","Gorzow Wklp","Urban Individual Garden","ALPC5","Crop","Strawberries","","Strawberries","Yes",0.095,"Null (not sold)","kg","EUR",2.93
"1477","Gorzow Wklp","Urban Individual Garden","ALPE3","Crop","Strawberries","","Strawberries","Yes",0,"Null (not sold)","kg","EUR",2.93
"1478","Nantes","Urban Individual Garden","ALFR3","Crop","Parsnips","","Parsnips","Yes",0,"","kg","EUR",2.88
"1479","London","Urban Collective Garden","HS","Crop","Cauliflower","","Cauliflower","Yes",0.825,"Kilogram","kg","GBP",2.81
"1480","London","Urban Individual Garden","FT","Crop","Cauliflower","","Cauliflower","No",0.47,"","kg","GBP",2.81
"1481","London","Urban Individual Garden","FT","Crop","Cauliflower","leaves","Cauliflower","No",0.5,"","kg","GBP",2.81
"1482","Paris","Mixed model","UZ","Crop","Carrot","","Carrot","Yes",5.251,"Kilogram","kg","EUR",2.8
"1483","Gorzow Wklp","Urban Individual Garden","ALPC1","Crop","Radish ","","Radish ","Yes",0.9,"Bunch","kg","EUR",2.8
"1484","Gorzow Wklp","Urban Individual Garden","ALPC2","Crop","Radish ","","Radish ","Yes",1.6,"Bunch","kg","EUR",2.8
"1485","Gorzow Wklp","Urban Individual Garden","ALPC4","Crop","Radish ","","Radish ","Yes",0.6,"Bunch","kg","EUR",2.8
"1486","Gorzow Wklp","Urban Individual Garden","ALPC5","Crop","Radish ","","Radish ","Yes",4.915,"Bunch","kg","EUR",2.8
"1487","Gorzow Wklp","Urban Individual Garden","ALPF2","Crop","Radish ","","Radish ","Yes",1.95,"Bunch","kg","EUR",2.8
"1488","Gorzow Wklp","Urban Farm","LQ","Crop","Radish ","","Radish ","Yes",275.1,"Bunch","kg","EUR",2.8
"1489","Gorzow Wklp","Urban Individual Garden","RQ","Crop","Radish ","","Radish ","Yes",9.205,"Bunch","kg","EUR",2.8
