"","City","Country","IOClass1","IOClass2","IODescription","IOSpecific","Source","CropsConcerned","IOLifeTime","Count","AreaOfBase","Material1","Material1Description","AmountMaterial1","UnitsMaterial1","Material2","Material2Description","AmountMaterial2","UnitsMaterial2","Material3","Material3Description","AmountMaterial3","UnitsMaterial3","Material4","Material4Description","AmountMaterial4","UnitsMaterial4","Material5","Material5Description","AmountMaterial5","UnitsMaterial5","Material6","Material6Description","AmountMaterial6","UnitsMaterial6","UnknownMaterial","UsedInLCA","MeasurementMethod","RaisedBedMaterialBased","SoilOM","SoilpH","SoilN","SoilP","SoilK","SoilMg","SoilTexture","SoilPAH","SoilPb","FoodProductionArea","AssociatedProducts","AssociatedInfra","Allocation.to.food.production...JKH.Formula","Conservative.allocation.to.food.production...JH","Material1ReclaimedOrRecycled","Material2ReclaimedOrRecycled","Material3ReclaimedOrRecycled","Material4ReclaimedOrRecycled","Material5ReclaimedOrRecycled","Material6ReclaimedOrRecycled","FarmType","Farm"
"747","London","GB","Infrastructure","Raised Beds","","","Reused","",NA,2,1.98,"Wood (reclaimed)","",0.048,"m3","Top soil","",0.198,"m3","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","Protective Membrane","",NA,NA,NA,NA,NA,"",NA,NA,297,"","Raised Beds","100%","100%","Reused","New","New","New","New","New","Urban Farm","HG"
"748","London","GB","Infrastructure","Table","","","New","",NA,1,NA,"Wood (new)","",0.0433,"m3","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","Null","",NA,NA,NA,NA,NA,"",NA,NA,297,"","Table","100%","0%","New","New","New","New","New","New","Urban Farm","HG"
"749","London","GB","Infrastructure","Bed border (low)","","","Reused","",NA,1,13,"Wood (reclaimed)","",0.855,"m3","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","","",NA,NA,NA,NA,NA,"",NA,NA,324,"","Bed border (low)","55%","50%","Reused","New","New","New","New","New","Urban Collective Garden","RC"
"750","London","GB","Infrastructure","Bed border (low)","","","Reused","",NA,1,34.87,"Wood (reclaimed)","",0.9,"m3","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","","",NA,NA,NA,NA,NA,"",NA,NA,324,"","Bed border (low)","55%","50%","Reused","New","New","New","New","New","Urban Collective Garden","RC"
"751","London","GB","Infrastructure","Bed border (low)","","","Reused","",NA,1,8,"Wood (reclaimed)","",0.1768,"m3","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","","",NA,NA,NA,NA,NA,"",NA,NA,324,"","Bed border (low)","55%","50%","Reused","New","New","New","New","New","Urban Collective Garden","RC"
"752","London","GB","Infrastructure","Compost Bins","","","New","",NA,1,NA,"Wood (new)","",0.217,"m3","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","Null","",NA,NA,NA,NA,NA,"",NA,NA,324,"","Compost Bins","100%","100%","New","New","New","New","New","New","Urban Collective Garden","RC"
"753","London","GB","Infrastructure","Compost Bins","","Aerobin","New","",NA,1,NA,"Unknown plastic","",24,"kg","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","HDPE (high-density polyethylene)","Yes","Product Specifications","Null","",NA,NA,NA,NA,NA,"",NA,NA,324,"","Compost Bins","100%","100%","New","New","New","New","New","New","Urban Collective Garden","RC"
"754","London","GB","Infrastructure","Compost Bins","","Blackwall","New","",NA,4,NA,"Unknown plastic","recycled plastic",4.1,"kg","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","HDPE (high-density polyethylene)","Yes","Product Specifications","Null","",NA,NA,NA,NA,NA,"",NA,NA,324,"","Compost Bins","100%","100%","Recycled","New","New","New","New","New","Urban Collective Garden","RC"
"755","London","GB","Infrastructure","Compost Bins","","Neudorff","New","",NA,1,NA,"Unknown plastic","Recycled plastic",11.6,"kg","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","HDPE (high-density polyethylene)","Yes","Product Specifications","Null","",NA,NA,NA,NA,NA,"",NA,NA,324,"","Compost Bins","100%","100%","Recycled","New","New","New","New","New","Urban Collective Garden","RC"
"756","London","GB","Infrastructure","Compost Bins","","Tumbleweed","New","",NA,1,NA,"Unknown plastic","Injection moulded",9.98,"kg","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","HDPE (high-density polyethylene)","Yes","Product Specifications","Null","",NA,NA,NA,NA,NA,"",NA,NA,324,"","Compost Bins","100%","100%","New","New","New","New","New","New","Urban Collective Garden","RC"
"757","London","GB","Infrastructure","Compost Bins","","Terra?","New","",NA,1,NA,"Unknown plastic","https://www.amazon.co.uk/Gr8-Garden-Converter-Composting-Anthracite/dp/B07LG9DQK8/ref=sr_1_2?adgrpid=59755286307&gclid=EAIaIQobChMIgcrqxv3y4gIV55XtCh2QdARKEAAYASAAEgKtgfD_BwE&hvadid=280010454368&hvdev=c&hvlocphy=1006602&hvnetw=g&hvpos=1t1&hvqmt=e&hvrand=8548363104978123927&hvtargid=kwd-359692127518&hydadcr=28152_1752812&keywords=terra+compost+bin&qid=1560859213&s=gateway&sr=8-2",6.1,"kg","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","HDPE (high-density polyethylene)","Yes","Product Specifications","Null","",NA,NA,NA,NA,NA,"",NA,NA,324,"","Compost Bins","100%","100%","New","New","New","New","New","New","Urban Collective Garden","RC"
"758","London","GB","Infrastructure","Fence","","","New","",NA,1,NA,"Wood (new)","",0.249,"m3","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","Null","",NA,NA,NA,NA,NA,"",NA,NA,324,"","Fence","100%","100%","New","New","New","New","New","New","Urban Collective Garden","RC"
"759","London","GB","Infrastructure","Fence","","","New","",NA,1,NA,"Wood (new)","",0.0509,"m3","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","Null","",NA,NA,NA,NA,NA,"",NA,NA,324,"","Fence","100%","100%","New","New","New","New","New","New","Urban Collective Garden","RC"
"760","London","GB","Infrastructure","Fence","","","New","",NA,1,NA,"Wood (new)","",0.1939,"m3","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","Null","",NA,NA,NA,NA,NA,"",NA,NA,324,"","Fence","100%","100%","New","New","New","New","New","New","Urban Collective Garden","RC"
"761","London","GB","Infrastructure","Other","Trellis","","New","",NA,1,NA,"Wood (new)","5 panels of trellis 1.85 m wide, 0.015m thick, 1.82m height, plus 5 new posts 0.08x0.08x1.9",0.3133,"m3","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","Null","",NA,NA,NA,NA,NA,"",NA,NA,324,"","Other","100%","100%","New","New","New","New","New","New","Urban Collective Garden","RC"
"762","London","GB","Infrastructure","Pathway","","","New","",NA,317,0.54,"Concrete","paving slabs",0.0324,"m3","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","Null","",NA,NA,NA,NA,NA,"",NA,NA,324,"","Pathway","100%","0%","New","New","New","New","New","New","Urban Collective Garden","RC"
"763","London","GB","Infrastructure","Raised Beds","","","New","",NA,1,36.48,"Wood (new)","",0.229,"m3","Other ","Black netting",71.369,"m2","Steel","mdmetric.com/tech/calcweightmetric.htm",63.9,"kg","Top soil","",6.5664,"m3","","",NA,"","",NA,NA,"","","Yes","Field Measurement","","",NA,NA,NA,NA,NA,"",NA,NA,324,"","Raised Beds","100%","100%","New","New","New","New","New","New","Urban Collective Garden","RC"
"764","London","GB","Infrastructure","Raised Beds","","","Reused","",NA,1,5.42,"Wood (reclaimed)","",0.7094,"m3","Top soil","",2.71,"m3","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","Soil","",NA,NA,NA,NA,NA,"",NA,NA,324,"","Raised Beds","100%","100%","Reused","New","New","New","New","New","Urban Collective Garden","RC"
"765","London","GB","Infrastructure","Raised Beds","","","Reused","",NA,1,4.76,"Wood (reclaimed)","",0.6653,"m3","Top soil","",2.2848,"m3","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","Soil","",NA,NA,NA,NA,NA,"",NA,NA,324,"","Raised Beds","100%","100%","Reused","New","New","New","New","New","Urban Collective Garden","RC"
"766","London","GB","Infrastructure","Raised Beds","","","New","",NA,3,3,"Wood (new)","",0.0489,"m3","Top soil","",0.33,"m3","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","Soil","",NA,NA,NA,NA,NA,"",NA,NA,324,"","Raised Beds","100%","100%","New","New","New","New","New","New","Urban Collective Garden","RC"
"767","London","GB","Infrastructure","Raised Beds","","","New","",NA,1,5.44,"Wood (new)","",0.0627,"m3","Top soil","",0.6528,"m3","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","Soil","",NA,NA,NA,NA,NA,"",NA,NA,324,"","Raised Beds","100%","100%","New","New","New","New","New","New","Urban Collective Garden","RC"
"768","London","GB","Infrastructure","Storage shed or box","","","Reused","",NA,1,NA,"Wood (new)","",1.65,"m3","Glass","",3.8,"m2","Bitumen/tar membrane","",16.17,"m2","Concrete","",0.65,"m3","","",NA,"","",NA,NA,"","","Yes","","","",NA,NA,NA,NA,NA,"",NA,NA,324,"","Storage shed/box","100%","100%","New","New","New","New","New","New","Urban Collective Garden","RC"
"769","London","GB","Infrastructure","Water Tank","","Wydale","New","",NA,1,1.11,"Other ","medium density polyethylene (MDPE) with a 0.935 density ",65,"kg","Concrete","Concrete base",0.499,"m3","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Product Specifications","Null","",NA,NA,NA,NA,NA,"",NA,NA,324,"","Water Tank","100%","100%","New","New","New","New","New","New","Urban Collective Garden","RC"
"770","London","GB","Infrastructure","Greenhouses","","","New","",NA,1,80.6,"Wood (new)","",1.43,"m3","Polycarbonate","",0.256,"m3","","rammed earth",4.7,"m3","Concrete","",1.02,"m3","Wood (reclaimed)","",0.722,"m3","",NA,NA,"","","No","","","",NA,NA,NA,NA,NA,"",NA,NA,137,"","Greenhouses","100%","100%","New","New","New","New","Reused","New","Urban Collective Garden","GC"
"771","London","GB","Infrastructure","Hoop Houses","","","New","",NA,1,NA,"PVC (polyvinyl chloride)","30mm diameter, 2mm thick - JH",28.7,"m","PET (polyethylene terephthalate)","",18.67,"m2","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","No","","","",NA,NA,NA,NA,NA,"",NA,NA,137,"","Hoop Houses","100%","100%","New","New","New","New","New","New","Urban Collective Garden","GC"
"772","London","GB","Infrastructure","Raised Beds","","","Reused","",NA,7,8,"Steel","",250,"kg","Wood (reclaimed)","",0.108,"m3","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","No","","","",NA,NA,NA,NA,NA,"",NA,NA,137,"","Raised Beds","100%","100%","New","Reused","New","New","New","New","Urban Collective Garden","GC"
"773","London","GB","Infrastructure","Raised Beds","","","Reused","",NA,30,0.53,"Wood (reclaimed)","",0.037,"m3","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","No","","","",NA,NA,NA,NA,NA,"",NA,NA,137,"","Raised Beds","100%","100%","Reused","New","New","New","New","New","Urban Collective Garden","GC"
"774","Gorzow Wklp","PL","Infrastructure","Compost Bins","","","Reused","",NA,1,3,"Polypropylene","",17.5,"kg","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","","","",NA,NA,NA,NA,NA,"",NA,NA,372,"","Compost Bins","95%","90%","New","New","New","New","New","New","Urban Individual Garden","ALPE1"
"775","Gorzow Wklp","PL","Infrastructure","Fence","","","New","",NA,1,NA,"Plastic coated steel","",39.81,"kg","Steel","",22.23,"kg","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","","","",NA,NA,NA,NA,NA,"",NA,NA,372,"","Fence","55%","50%","New","New","New","New","New","New","Urban Individual Garden","ALPE1"
"776","Gorzow Wklp","PL","Infrastructure","Garden House","","","New","",NA,1,25.5,"Brick","",8299.2,"kg","Bitumen/tar membrane","",106.4,"kg","Wood (new)","",202.4,"kg","Glass","",90,"kg","","",NA,"","",NA,NA,"","","Yes","","","",NA,NA,NA,NA,NA,"",NA,NA,372,"","Garden House","35%","0%","New","New","New","New","New","New","Urban Individual Garden","ALPE1"
"777","Gorzow Wklp","PL","Infrastructure","Greenhouses","","","Reused","",NA,1,19.25,"Wood (reclaimed)","",72.2568,"kg","Glass","",184.656,"kg","LDPE (low-density polyethylene)","",3.12,"kg","HDPE (high-density polyethylene)","",2.9205,"kg","","",NA,"","",NA,NA,"","","Yes","","","",NA,NA,NA,NA,NA,"",NA,NA,372,"","Greenhouses","100%","100%","Reused","New","New","New","New","New","Urban Individual Garden","ALPE1"
"778","Gorzow Wklp","PL","Infrastructure","Hose","","","New","",NA,1,NA,"PVC (polyvinyl chloride)","",1.5,"kg","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","","","",NA,NA,NA,NA,NA,"",NA,NA,372,"","Hose","100%","100%","New","New","New","New","New","New","Urban Individual Garden","ALPE1"
"779","Gorzow Wklp","PL","Infrastructure","Pavement","","","New","",NA,1,13,"Concrete","",1716,"kg","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","","","",NA,NA,NA,NA,NA,"",NA,NA,372,"","Pavement","55%","0%","New","New","New","New","New","New","Urban Individual Garden","ALPE1"
"780","Gorzow Wklp","PL","Infrastructure","Soil or substrate","","","","",NA,1,NA,"","",NA,"","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","","","",7.33,NA,13.51,24.83,49.25,"",NA,5.9,372,"","Soil/substrate","100%","100%","New","New","New","New","New","New","Urban Individual Garden","ALPE1"
"781","Gorzow Wklp","PL","Infrastructure","Compost Bins","","","Reused","",NA,1,1.2,"Wood (reclaimed)","",29.325,"kg","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","","","",NA,NA,NA,NA,NA,"",NA,NA,377,"","Compost Bins","95%","90%","Reused","New","New","New","New","New","Urban Individual Garden","ALPE2"
"782","Gorzow Wklp","PL","Infrastructure","Compost Bins","","","Reused","",NA,1,1,"Wood (reclaimed)","",46,"kg","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","","","",NA,NA,NA,NA,NA,"",NA,NA,377,"","Compost Bins","95%","90%","Reused","New","New","New","New","New","Urban Individual Garden","ALPE2"
"783","Gorzow Wklp","PL","Infrastructure","Fence","","","New","",NA,1,NA,"Wood (new)","",138,"kg","Steel","",16.325,"kg","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","","","",NA,NA,NA,NA,NA,"",NA,NA,377,"","Fence","75%","70%","New","New","New","New","New","New","Urban Individual Garden","ALPE2"
"784","Gorzow Wklp","PL","Infrastructure","Garden House","","","Unknown","",NA,1,14,"Bitumen/tar membrane","tar paper",109.2,"kg","Wood (new)","",161,"kg","Brick","",8892,"kg","Glass","",10,"kg","PVC (polyvinyl chloride)","",3.5,"kg","",NA,NA,"","","Yes","","","",NA,NA,NA,NA,NA,"",NA,NA,377,"","Garden House","45%","0%","New","New","New","New","New","New","Urban Individual Garden","ALPE2"
"785","Gorzow Wklp","PL","Infrastructure","Greenhouses","","","Reused","",NA,1,9.5,"Wood (reclaimed)","",75.67,"kg","Glass","",109.5,"kg","LDPE (low-density polyethylene)","",1.07,"kg","","",NA,"","","",NA,"","",NA,NA,"","","Yes","","","",NA,NA,NA,NA,NA,"",NA,NA,377,"","Greenhouses","100%","100%","Reused","New","New","New","New","New","Urban Individual Garden","ALPE2"
"786","Gorzow Wklp","PL","Infrastructure","Pavement","","","New","",NA,1,6,"Concrete","",800,"kg","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","","","",NA,NA,NA,NA,NA,"",NA,NA,377,"","Pavement","75%","0%","New","New","New","New","New","New","Urban Individual Garden","ALPE2"
"787","Gorzow Wklp","PL","Infrastructure","Soil or substrate","","","","",NA,1,NA,"","",NA,"","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","","","",6.56,NA,8.63,5.51,8.01,"",NA,0.5,377,"","Soil/substrate","100%","100%","New","New","New","New","New","New","Urban Individual Garden","ALPE2"
"788","Gorzow Wklp","PL","Infrastructure","Storage shed or box","","","Unknown","",NA,1,3,"Wood (new)","",179.4,"kg","Steel","",15,"kg","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","","","",NA,NA,NA,NA,NA,"",NA,NA,377,"","Storage shed/box","100%","100%","New","New","New","New","New","New","Urban Individual Garden","ALPE2"
"789","Gorzow Wklp","PL","Infrastructure","Compost Bins","","","Reused","",NA,2,2.25,"Wood (reclaimed)","",74.865,"kg","HDPE (high-density polyethylene)","",23.25,"kg","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","","","",NA,NA,NA,NA,NA,"",NA,NA,383,"","Compost Bins","95%","90%","Reused","New","New","New","New","New","Urban Individual Garden","ALPE3"
"790","Gorzow Wklp","PL","Infrastructure","Fence","","","New","",NA,1,NA,"Steel","",82.3,"kg","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","","","",NA,NA,NA,NA,NA,"",NA,NA,383,"","Fence","85%","80%","New","New","New","New","New","New","Urban Individual Garden","ALPE3"
"791","Gorzow Wklp","PL","Infrastructure","Garden House","","","Unknown","",NA,1,12,"Bitumen/tar membrane","tar paper",93.6,"kg","Wood (new)","",138,"kg","Brick","",8892,"kg","Glass","",10,"kg","PVC (polyvinyl chloride)","",3.5,"kg","",NA,NA,"","","Yes","","","",NA,NA,NA,NA,NA,"",NA,NA,383,"","Garden House","15%","0%","New","New","New","New","New","New","Urban Individual Garden","ALPE3"
"792","Gorzow Wklp","PL","Infrastructure","Greenhouses","","","New","",NA,1,13.8,"Steel","",14.586,"kg","LDPE (low-density polyethylene)","",4.088,"kg","Wood (reclaimed)","",6.67,"kg","","",NA,"","","",NA,"","",NA,NA,"","","Yes","","","",NA,NA,NA,NA,NA,"",NA,NA,383,"","Greenhouses","100%","100%","New","New","Reused","New","New","New","Urban Individual Garden","ALPE3"
"793","Gorzow Wklp","PL","Infrastructure","Hose","","","New","",NA,1,NA,"PVC (polyvinyl chloride)","",3,"kg","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Product Specifications","","",NA,NA,NA,NA,NA,"",NA,NA,383,"","Hose","15%","10%","New","New","New","New","New","New","Urban Individual Garden","ALPE3"
"794","Gorzow Wklp","PL","Infrastructure","Soil or substrate","","","","",NA,1,NA,"","",NA,"","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","","","",7.25,NA,13.74,12.22,19.11,"",NA,16.9,383,"","Soil/substrate","100%","100%","New","New","New","New","New","New","Urban Individual Garden","ALPE3"
"795","Gorzow Wklp","PL","Infrastructure","Compost Bins","","","Reused","",NA,1,3.75,"Concrete","",800,"kg","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","","","",NA,NA,NA,NA,NA,"",NA,NA,354,"","Compost Bins","95%","90%","New","New","New","New","New","New","Urban Individual Garden","ALPE4"
"796","Gorzow Wklp","PL","Infrastructure","Fence","","","New","",NA,1,NA,"Plastic coated steel","",50,"kg","Steel","",28.5,"kg","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","","","",NA,NA,NA,NA,NA,"",NA,NA,354,"","Fence","100%","100%","New","New","New","New","New","New","Urban Individual Garden","ALPE4"
"797","Gorzow Wklp","PL","Infrastructure","Garden House","","","Unknown","",NA,1,33,"Brick","",32011.2,"kg","Glass","",30,"kg","Bitumen/tar membrane","",312,"kg","Wood (new)","",487.6,"kg","","",NA,"","",NA,NA,"","","Yes","Product Specifications","","",NA,NA,NA,NA,NA,"",NA,NA,354,"","Garden House","15%","0%","New","New","New","New","New","New","Urban Individual Garden","ALPE4"
"798","Gorzow Wklp","PL","Infrastructure","Greenhouses","","","New","",NA,1,18,"Steel","",256.48,"kg","LDPE (low-density polyethylene)","",3.36,"kg","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","","","",NA,NA,NA,NA,NA,"",NA,NA,354,"","Greenhouses","100%","100%","New","New","New","New","New","New","Urban Individual Garden","ALPE4"
"799","Gorzow Wklp","PL","Infrastructure","Hose","","","New","",NA,1,NA,"PVC (polyvinyl chloride)","",2,"kg","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Product Specifications","","",NA,NA,NA,NA,NA,"",NA,NA,354,"","Hose","15%","10%","New","New","New","New","New","New","Urban Individual Garden","ALPE4"
"800","Gorzow Wklp","PL","Infrastructure","Soil or substrate","","","","",NA,1,NA,"","",NA,"","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","","","",7.84,NA,18.49,21.08,18.1,"",NA,6.3,354,"","Soil/substrate","100%","100%","New","New","New","New","New","New","Urban Individual Garden","ALPE4"
"801","Gorzow Wklp","PL","Infrastructure","Compost Bins","","","Reused","",NA,1,2.5,"Wood (reclaimed)","",51.6,"kg","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","","","",NA,NA,NA,NA,NA,"",NA,NA,394,"","Compost Bins","95%","90%","Reused","New","New","New","New","New","Urban Individual Garden","ALPE5"
"802","Gorzow Wklp","PL","Infrastructure","Garden House","","","Unknown","",NA,1,3,"Wood (new)","",158.7,"kg","PVC (polyvinyl chloride)","",2.47,"kg","Bitumen/tar membrane","",23.4,"kg","Glass","",5,"kg","","",NA,"","",NA,NA,"","","Yes","","","",NA,NA,NA,NA,NA,"",NA,NA,394,"","Garden House","35%","0%","New","New","New","New","New","New","Urban Individual Garden","ALPE5"
"803","Gorzow Wklp","PL","Infrastructure","Greenhouses","","","New","",NA,1,6,"Wood (new)","",25.615,"kg","LDPE (low-density polyethylene)","",1.649,"kg","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","","","",NA,NA,NA,NA,NA,"",NA,NA,394,"","Greenhouses","100%","100%","New","New","New","New","New","New","Urban Individual Garden","ALPE5"
"804","Gorzow Wklp","PL","Infrastructure","Hose","","","New","",NA,1,NA,"PVC (polyvinyl chloride)","",2.5,"kg","PVC (polyvinyl chloride)","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Product Specifications","","",NA,NA,NA,NA,NA,"",NA,NA,394,"","Hose","35%","30%","New","New","New","New","New","New","Urban Individual Garden","ALPE5"
"805","Gorzow Wklp","PL","Infrastructure","Soil or substrate","","","","",NA,1,NA,"","",NA,"","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","","","",7.35,NA,12.18,22.41,17.11,"",NA,4.3,394,"","Soil/substrate","100%","100%","New","New","New","New","New","New","Urban Individual Garden","ALPE5"
"806","Gorzow Wklp","PL","Infrastructure","Fence","","","Unknown","",NA,1,NA,"Steel","",165.0975,"kg","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","","","",NA,NA,NA,NA,NA,"",NA,NA,396,"","Fence","15%","10%","New","New","New","New","New","New","Urban Individual Garden","ALPE6"
"807","Gorzow Wklp","PL","Infrastructure","Garden House","","","Unknown","",NA,1,12,"Other ","slag blocks",6500,"kg","Bitumen/tar membrane","",73.4,"kg","Glass","",11,"kg","Wood (new)","",246.75,"kg","","",NA,"","",NA,NA,"","","Yes","","","",NA,NA,NA,NA,NA,"",NA,NA,396,"","Garden House","55%","0%","New","New","New","New","New","New","Urban Individual Garden","ALPE6"
"808","Gorzow Wklp","PL","Infrastructure","Greenhouses","","","Reused","",NA,1,12.5,"Glass","",332,"kg","Wood (reclaimed)","",170.14,"kg","PVC (polyvinyl chloride)","",4.8,"kg","Polycarbonate","",10.5,"kg","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Product Specifications","","",NA,NA,NA,NA,NA,"",NA,NA,396,"","Greenhouses","100%","100%","New","Reused","New","New","New","New","Urban Individual Garden","ALPE6"
"809","Gorzow Wklp","PL","Infrastructure","Hose","","","New","",NA,1,NA,"PVC (polyvinyl chloride)","",2.5,"kg","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Product Specifications","","",NA,NA,NA,NA,NA,"",NA,NA,396,"","Hose","55%","50%","New","New","New","New","New","New","Urban Individual Garden","ALPE6"
"810","Gorzow Wklp","PL","Infrastructure","Soil or substrate","","","","",NA,1,NA,"","",NA,"","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","","","",7.56,NA,16.31,7.21,15.93,"",NA,7.1,396,"","Soil/substrate","100%","100%","New","New","New","New","New","New","Urban Individual Garden","ALPE6"
"811","Gorzow Wklp","PL","Infrastructure","Compost Bins","","","Reused","",NA,1,2.5,"Wood (reclaimed)","",51.6,"kg","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","","","",NA,NA,NA,NA,NA,"",NA,NA,392,"","Compost Bins","95%","90%","Reused","New","New","New","New","New","Urban Individual Garden","ALPE7"
"812","Gorzow Wklp","PL","Infrastructure","Compost Bins","","","Reused","",NA,1,1,"Polypropylene","",12,"kg","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","","","",NA,NA,NA,NA,NA,"",NA,NA,392,"","Compost Bins","95%","90%","New","New","New","New","New","New","Urban Individual Garden","ALPE7"
"813","Gorzow Wklp","PL","Infrastructure","Garden House","","","Unknown","",NA,1,3,"Wood (new)","",158.7,"kg","PVC (polyvinyl chloride)","",2.47,"kg","Bitumen/tar membrane","",23.4,"kg","Glass","",5,"kg","","",NA,"","",NA,NA,"","","Yes","Product Specifications,Field Measurement","","",NA,NA,NA,NA,NA,"",NA,NA,392,"","Garden House","25%","0%","New","New","New","New","New","New","Urban Individual Garden","ALPE7"
"814","Gorzow Wklp","PL","Infrastructure","Hose","","","New","",NA,1,NA,"PVC (polyvinyl chloride)","",3,"kg","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Product Specifications","","",NA,NA,NA,NA,NA,"",NA,NA,392,"","Hose","25%","20%","New","New","New","New","New","New","Urban Individual Garden","ALPE7"
"815","Gorzow Wklp","PL","Infrastructure","Soil or substrate","","","","",NA,1,NA,"","",NA,"","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","","","",7.28,NA,9.47,79.6,18.35,"",NA,4.3,392,"","Soil/substrate","100%","100%","New","New","New","New","New","New","Urban Individual Garden","ALPE7"
"816","Gorzow Wklp","PL","Infrastructure","Compost Bins","","","New","",NA,1,1,"Polypropylene","",6,"kg","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","","","",NA,NA,NA,NA,NA,"",NA,NA,327,"","Compost Bins","95%","90%","New","New","New","New","New","New","Urban Individual Garden","ALPE8"
"817","Gorzow Wklp","PL","Infrastructure","Compost Bins","","","Reused","",NA,1,3,"Polypropylene","",17.5,"kg","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","","","",NA,NA,NA,NA,NA,"",NA,NA,327,"","Compost Bins","95%","90%","New","New","New","New","New","New","Urban Individual Garden","ALPE8"
